timestamp;price;quantity
20001.0;4003.0;6
20008.0;3997.0;11
20029.0;4004.0;14
20044.0;3998.0;10
20055.0;4000.0;17
20064.0;4003.0;1
20074.0;3999.0;5
20084.0;4004.0;15
20120.0;3993.0;10
20124.0;4001.0;5
20198.0;3996.0;4
20220.0;3988.0;13
20230.0;3994.0;1
20296.0;3983.0;10
20299.0;3990.0;8
20302.0;3991.0;4
20313.0;3990.0;1
20316.0;3984.0;11
20320.0;3990.0;11
20329.0;3983.0;1
20347.0;3984.0;3
20359.0;3984.0;10
20380.0;3985.0;10
20416.0;3986.0;3
20432.0;3991.0;13
20438.0;3983.0;13
20458.0;3993.0;9
20480.0;3986.0;1
20483.0;3985.0;14
20516.0;3987.0;4
20519.0;3989.0;3
20545.0;3985.0;1
20565.0;3990.0;10
20579.0;3983.0;4
20617.0;3993.0;7
20624.0;3986.0;4
20632.0;3984.0;19
20658.0;3987.0;12
20660.0;3994.0;10
20667.0;3985.0;16
20671.0;3991.0;10
20686.0;3985.0;15
20691.0;3984.0;11
20695.0;3985.0;2
20698.0;3992.0;1
20719.0;3991.0;12
20738.0;3980.0;10
20774.0;3976.0;13
20790.0;3982.0;10
20804.0;3979.0;11
20837.0;3977.0;11
20855.0;3976.0;7
20897.0;3969.0;10
20913.0;3979.0;19
20938.0;3974.0;4
20970.0;3977.0;7
20992.0;3972.0;2
21002.0;3971.0;12
21013.0;3970.0;14
21017.0;3978.0;13
21020.0;3971.0;2
21029.0;3971.0;11
21036.0;3969.0;13
21044.0;3973.0;10
21059.0;3966.0;3
21104.0;3957.0;10
21144.0;3965.0;4
21154.0;3963.0;1
21168.0;3958.0;10
21201.0;3970.0;14
21209.0;3970.0;11
21213.0;3970.0;5
21256.0;3961.0;10
21261.0;3964.0;3
21293.0;3958.0;10
21300.0;3964.0;12
21334.0;3964.0;2
21337.0;3964.0;5
21338.0;3964.0;6
21358.0;3965.0;15
21379.0;3961.0;5
21384.0;3961.0;6
21407.0;3969.0;1
21410.0;3962.0;3
21440.0;3967.0;14
21458.0;3970.0;10
21465.0;3975.0;3
21515.0;3981.0;9
21525.0;3973.0;4
21531.0;3972.0;4
21554.0;3978.0;6
21595.0;3972.0;11
