timestamp;price;quantity
20002.0;99999.0;1
20070.0;99913.0;2
20075.0;99893.0;2
20085.0;99906.0;2
20087.0;99898.0;2
20106.0;99894.0;1
20149.0;99843.0;3
20151.0;99849.0;3
20164.0;99832.0;3
20179.0;99798.0;3
20183.0;99793.0;3
20197.0;99816.0;3
20204.0;99834.0;2
20228.0;99788.0;3
20231.0;99772.0;1
20232.0;99773.0;3
20239.0;99782.0;1
20241.0;99772.0;1
20284.0;99721.0;3
20286.0;99728.0;2
20300.0;99750.0;2
20356.0;99765.0;3
20372.0;99761.0;3
20375.0;99744.0;1
20378.0;99763.0;3
20384.0;99746.0;1
20397.0;99740.0;3
20408.0;99727.0;1
20409.0;99730.0;2
20414.0;99744.0;1
20459.0;99696.0;2
20481.0;99628.0;2
20493.0;99615.0;3
20538.0;99527.0;1
20547.0;99498.0;3
20568.0;99482.0;1
20581.0;99463.0;2
20613.0;99454.0;2
20617.0;99438.0;2
20625.0;99471.0;1
20626.0;99470.0;2
20696.0;99476.0;1
20697.0;99491.0;2
20700.0;99504.0;3
20709.0;99545.0;2
20735.0;99501.0;2
20742.0;99491.0;1
20743.0;99488.0;1
20744.0;99477.0;2
20754.0;99516.0;1
20758.0;99504.0;1
20773.0;99524.0;2
20782.0;99527.0;2
20792.0;99494.0;1
20810.0;99483.0;3
20821.0;99460.0;1
20846.0;99398.0;3
20853.0;99398.0;1
20859.0;99402.0;1
20863.0;99417.0;1
20883.0;99458.0;1
20917.0;99500.0;3
20924.0;99495.0;2
20935.0;99499.0;1
20942.0;99499.0;1
20957.0;99517.0;1
20958.0;99530.0;1
20962.0;99538.0;2
20974.0;99542.0;1
20975.0;99549.0;3
20996.0;99543.0;3
21003.0;99541.0;1
21011.0;99567.0;3
21012.0;99567.0;1
21030.0;99497.0;2
21037.0;99503.0;1
21061.0;99500.0;2
21062.0;99503.0;1
21068.0;99470.0;2
21071.0;99481.0;1
21126.0;99480.0;2
21129.0;99470.0;1
21133.0;99472.0;3
21134.0;99467.0;1
21145.0;99446.0;3
21180.0;99428.0;3
21182.0;99427.0;2
21211.0;99421.0;2
21215.0;99413.0;1
21231.0;99402.0;2
21251.0;99441.0;2
21253.0;99434.0;2
21257.0;99434.0;1
21273.0;99446.0;1
21303.0;99506.0;1
21306.0;99513.0;3
21309.0;99496.0;2
21313.0;99507.0;1
21348.0;99517.0;1
21370.0;99468.0;3
21382.0;99461.0;3
21402.0;99500.0;2
21420.0;99476.0;1
21451.0;99471.0;2
21452.0;99468.0;2
21467.0;99464.0;2
21468.0;99472.0;2
21516.0;99538.0;1
21532.0;99544.0;1
21551.0;99560.0;2
21586.0;99550.0;1
21602.0;99552.0;3
21621.0;99514.0;2
21625.0;99501.0;2
21640.0;99508.0;1
21653.0;99514.0;2
21660.0;99517.0;1
21676.0;99490.0;1
21709.0;99403.0;1
21714.0;99430.0;2
21728.0;99424.0;1
21729.0;99420.0;2
21753.0;99423.0;2
21774.0;99424.0;1
21776.0;99422.0;2
21836.0;99393.0;2
21858.0;99412.0;2
21879.0;99454.0;1
21990.0;99501.0;2
21992.0;99490.0;2
21999.0;99493.0;1
22003.0;99482.0;2
22024.0;99466.0;3
22063.0;99474.0;2
22069.0;99467.0;1
22070.0;99467.0;2
22079.0;99449.0;1
22091.0;99473.0;1
22111.0;99483.0;2
22133.0;99504.0;3
22139.0;99514.0;3
22143.0;99513.0;2
22153.0;99517.0;2
22174.0;99523.0;1
22178.0;99508.0;2
22190.0;99482.0;3
22210.0;99458.0;2
22217.0;99451.0;3
22233.0;99473.0;3
22246.0;99466.0;2
22264.0;99471.0;5
22276.0;99482.0;2
22280.0;99485.0;3
22281.0;99485.0;3
22289.0;99490.0;3
22299.0;99479.0;1
22307.0;99478.0;3
22310.0;99475.0;3
22319.0;99446.0;4
22322.0;99440.0;2
22323.0;99439.0;1
22374.0;99465.0;2
22383.0;99470.0;3
22403.0;99443.0;3
22415.0;99436.0;3
22466.0;99468.0;3
22472.0;99445.0;2
22483.0;99429.0;1
22484.0;99436.0;2
22502.0;99463.0;3
22504.0;99471.0;2
22558.0;99450.0;2
22560.0;99443.0;3
22567.0;99455.0;2
22570.0;99465.0;2
22572.0;99472.0;3
22574.0;99492.0;1
22592.0;99504.0;3
22600.0;99482.0;2
22611.0;99487.0;3
22627.0;99474.0;3
22628.0;99476.0;1
22646.0;99519.0;3
22670.0;99568.0;3
22680.0;99591.0;3
22692.0;99550.0;3
22694.0;99555.0;1
22704.0;99553.0;2
22747.0;99513.0;3
22748.0;99506.0;3
