timestamp;price;quantity
1.0;5003.0;1
12.0;4998.0;1
14.0;5000.0;7
15.0;4997.0;10
16.0;5004.0;1
19.0;5003.0;1
21.0;5002.0;1
33.0;4996.0;1
34.0;4996.0;2
40.0;5002.0;1
43.0;4996.0;1
65.0;4995.0;1
67.0;4995.0;1
68.0;4996.0;2
70.0;4999.0;2
74.0;4995.0;1
75.0;4998.0;2
83.0;5000.0;1
87.0;4999.0;1
88.0;4999.0;2
89.0;4999.0;1
103.0;4994.0;1
106.0;4999.0;5
112.0;5001.0;2
114.0;4994.0;1
115.0;4995.0;1
129.0;4994.0;13
130.0;4999.0;1
136.0;4993.0;1
140.0;4992.0;2
144.0;4992.0;1
151.0;4992.0;1
159.0;4996.0;10
166.0;4995.0;14
168.0;4994.0;4
169.0;4999.0;2
179.0;4995.0;5
182.0;4992.0;1
183.0;4994.0;5
184.0;4998.0;2
187.0;4993.0;1
193.0;4992.0;1
195.0;4991.0;1
197.0;4995.0;1
204.0;4997.25;12
205.0;4992.0;2
210.0;4998.0;1
214.0;4996.0;1
224.0;4990.0;1
232.0;4990.0;1
246.0;4993.0;1
247.0;4994.0;16
252.0;4992.0;1
257.0;4993.0;2
264.0;4986.0;1
265.0;4985.0;1
267.0;4991.0;15
268.0;4990.0;1
273.0;4985.0;1
281.0;4991.0;1
284.0;4985.0;15
286.0;4985.0;3
287.0;4989.0;3
295.0;4990.0;2
300.0;4989.5;6
304.0;4989.0;1
305.0;4984.0;1
310.0;4984.0;1
311.0;4984.0;1
313.0;4985.0;1
314.0;4990.0;1
328.0;4987.0;1
329.0;4982.0;2
332.0;4987.0;13
333.0;4983.0;1
334.0;4988.0;1
339.0;4983.0;2
340.0;4987.0;1
341.0;4988.0;1
350.0;4981.0;1
354.0;4981.0;1
358.0;4982.0;15
364.0;4989.0;1
369.0;4982.0;1
374.0;4983.0;1
375.0;4984.0;2
384.0;4990.0;13
386.0;4989.0;1
390.0;4984.0;3
394.0;4984.0;1
395.0;4984.0;1
396.0;4989.0;1
406.0;4983.0;1
407.0;4983.0;1
412.0;4983.0;1
417.0;4982.0;1
424.0;4987.0;7
430.0;4988.0;1
432.0;4990.0;2
436.0;4984.0;1
440.0;4987.0;3
448.0;4989.0;1
452.0;4986.0;1
457.0;4990.0;8
459.0;4987.0;1
460.0;4991.0;12
464.0;4987.0;1
469.0;4988.0;3
473.0;4993.0;1
474.0;4988.0;2
475.0;4987.0;1
478.0;4988.0;1
483.0;4990.0;5
484.0;4991.0;1
487.0;4990.5;2
490.0;4990.0;1
494.0;4996.0;1
495.0;4990.0;1
498.0;4990.0;2
500.0;4989.0;1
503.0;4990.0;1
504.0;4989.0;1
505.0;4989.0;2
511.0;4989.0;1
514.0;4994.0;1
516.0;4988.0;13
517.0;4993.0;1
523.0;4989.0;1
524.0;4988.0;1
535.0;4994.0;10
536.0;4993.0;1
537.0;4987.666666666667;18
538.0;4989.0;2
547.0;4990.5;4
548.0;4995.0;1
553.0;4995.0;1
562.0;4996.0;1
566.0;4993.0;12
568.0;4991.0;6
571.0;4997.0;1
575.0;4997.0;1
578.0;4991.0;1
579.0;4990.0;1
581.0;4991.0;1
587.0;4995.0;10
589.0;4989.0;1
601.0;4991.0;1
603.0;4988.0;2
604.0;4991.0;13
607.0;4988.0;1
609.0;4987.0;2
612.0;4994.0;2
614.0;4992.0;1
624.0;4995.0;1
625.0;4989.0;5
626.0;4992.0;5
627.0;4988.0;1
630.0;4990.0;16
633.0;4991.0;1
634.0;4996.0;2
643.0;4989.0;2
646.0;4994.0;2
655.0;4987.0;1
657.0;4986.0;1
659.0;4986.0;1
671.0;4985.0;1
673.0;4989.0;1
675.0;4983.0;2
676.0;4984.0;8
680.0;4985.0;3
681.0;4984.0;1
683.0;4989.0;1
684.0;4983.0;1
686.0;4990.0;12
689.0;4985.0;9
690.0;4989.0;1
694.0;4990.0;2
695.0;4989.0;1
697.0;4985.0;2
705.0;4980.0;1
706.0;4979.0;3
708.0;4980.0;10
715.0;4980.0;1
735.0;4982.0;1
738.0;4987.0;9
740.0;4980.0;1
743.0;4984.0;1
744.0;4983.0;1
745.0;4985.0;2
753.0;4978.0;1
754.0;4983.0;3
756.0;4979.0;1
763.0;4979.0;11
765.0;4978.0;9
779.0;4981.0;1
782.0;4979.0;1
784.0;4974.0;2
785.0;4976.0;8
789.0;4977.5;11
791.0;4981.0;2
796.0;4975.0;20
802.0;4979.0;1
806.0;4973.0;1
810.0;4973.0;1
814.0;4978.0;1
819.0;4973.0;1
821.0;4976.0;5
822.0;4972.0;1
827.0;4972.0;1
833.0;4972.0;2
834.0;4972.0;11
837.0;4972.0;8
843.0;4973.666666666667;11
846.0;4972.0;2
847.0;4979.0;2
848.0;4978.0;1
853.0;4973.0;3
858.0;4972.0;10
859.0;4974.0;20
860.0;4974.0;1
861.0;4976.0;2
863.0;4976.0;2
864.0;4975.0;1
868.0;4975.0;14
873.0;4977.0;1
875.0;4975.0;13
876.0;4976.0;9
880.0;4982.0;12
883.0;4977.0;3
890.0;4982.0;1
892.0;4983.0;1
901.0;4977.0;1
902.0;4983.0;1
911.0;4977.0;1
916.0;4976.0;1
920.0;4975.0;1
924.0;4976.5;2
926.0;4975.5;12
927.0;4976.0;1
934.0;4977.0;1
935.0;4980.0;5
942.0;4976.0;1
944.0;4974.0;1
945.0;4974.0;1
952.0;4975.0;2
954.0;4974.5;3
957.0;4979.5;3
959.0;4976.0;1
960.0;4980.0;1
962.0;4975.0;1
963.0;4977.5;7
969.0;4980.0;1
974.0;4975.0;1
982.0;4978.5;4
983.0;4974.0;1
984.0;4974.0;7
985.0;4976.0;2
989.0;4981.0;3
991.0;4976.0;11
996.0;4982.0;19
1019.0;4976.0;2
1023.0;4978.0;2
1025.0;4972.0;1
1026.0;4977.0;1
1030.0;4978.0;17
1032.0;4972.0;2
1045.0;4970.0;2
1048.0;4971.0;1
1049.0;4971.0;1
1050.0;4976.0;1
1053.0;4970.0;1
1066.0;4976.0;11
1068.0;4971.0;4
1069.0;4971.0;11
1071.0;4971.0;1
1076.0;4976.0;9
1078.0;4976.0;2
1079.0;4975.0;1
1081.0;4977.0;12
1085.0;4975.0;1
1086.0;4977.0;11
1089.0;4970.0;1
1090.0;4977.0;1
1095.0;4975.0;1
1100.0;4976.0;1
1101.0;4974.0;4
1105.0;4969.0;9
1114.0;4970.0;1
1124.0;4972.0;1
1125.0;4977.0;1
1126.0;4976.0;1
1132.0;4977.0;1
1133.0;4976.0;1
1134.0;4976.0;1
1135.0;4978.0;1
1138.0;4978.0;1
1139.0;4973.0;1
1140.0;4972.0;1
1144.0;4972.0;1
1151.0;4973.0;1
1153.0;4973.0;1
1154.0;4978.0;1
1155.0;4974.0;6
1159.0;4977.0;1
1168.0;4976.0;1
1178.0;4977.0;1
1181.0;4972.0;1
1183.0;4973.0;7
1187.0;4971.0;1
1194.0;4976.0;1
1195.0;4971.0;8
1196.0;4972.0;1
1198.0;4972.0;1
1208.0;4970.0;1
1209.0;4975.0;1
1228.0;4970.0;1
1231.0;4972.0;1
1232.0;4973.5;6
1233.0;4977.0;1
1241.0;4976.666666666667;9
1243.0;4977.0;7
1250.0;4975.0;2
1252.0;4970.0;1
1253.0;4971.0;1
1254.0;4976.0;2
1255.0;4970.0;2
1268.0;4977.0;7
1274.0;4973.0;1
1277.0;4973.0;1
1281.0;4980.0;7
1293.0;4972.0;2
1296.0;4980.0;1
1298.0;4973.0;14
1299.0;4974.0;1
1303.0;4979.0;1
1304.0;4975.0;1
1305.0;4975.0;1
1306.0;4980.0;3
1312.0;4976.0;1
1321.0;4984.0;1
1324.0;4977.0;1
1335.0;4983.0;1
1338.0;4981.0;1
1343.0;4981.0;10
1348.0;4977.0;5
1354.0;4976.0;1
1355.0;4976.0;11
1357.0;4977.0;1
1366.0;4981.5;3
1370.0;4978.0;1
1376.0;4984.0;1
1382.0;4982.0;2
1400.0;4975.0;7
1401.0;4976.0;1
1402.0;4977.0;5
1408.0;4981.0;1
1409.0;4976.0;1
1412.0;4980.0;12
1415.0;4981.0;1
1417.0;4981.0;1
1420.0;4977.0;2
1425.0;4982.0;1
1429.0;4982.0;1
1430.0;4983.0;12
1432.0;4976.0;2
1433.0;4976.0;1
1434.0;4976.0;1
1439.0;4975.0;1
1443.0;4979.0;1
1449.0;4978.0;1
1459.0;4978.0;1
1460.0;4978.0;1
1464.0;4980.0;2
1470.0;4973.0;1
1474.0;4973.0;10
1475.0;4973.0;1
1479.0;4977.0;1
1481.0;4974.0;1
1483.0;4976.0;1
1486.0;4976.0;1
1488.0;4971.0;1
1501.0;4969.0;1
1502.0;4975.0;1
1504.0;4970.0;1
1513.0;4979.0;6
1515.0;4973.0;1
1516.0;4974.0;1
1520.0;4974.0;1
1521.0;4980.0;1
1522.0;4981.0;2
1524.0;4975.0;1
1526.0;4977.0;3
1531.0;4973.0;9
1536.0;4978.0;1
1537.0;4973.0;1
1540.0;4974.0;3
1548.0;4974.0;1
1549.0;4974.0;1
1557.0;4981.0;1
1564.0;4982.0;5
1567.0;4983.0;16
1568.0;4983.0;2
1575.0;4975.0;1
1578.0;4982.0;1
1580.0;4981.0;2
1581.0;4974.0;1
1584.0;4974.0;1
1586.0;4975.0;1
1590.0;4980.0;12
1593.0;4974.5;6
1596.0;4973.0;1
1600.0;4977.0;2
1603.0;4975.0;1
1604.0;4980.0;1
1605.0;4974.0;1
1608.0;4973.0;1
1609.0;4973.0;3
1610.0;4974.0;13
1619.0;4972.0;1
1621.0;4979.0;2
1622.0;4972.0;12
1624.0;4975.0;2
1625.0;4976.0;1
1628.0;4973.0;1
1629.0;4973.0;2
1632.0;4978.0;1
1634.0;4979.0;1
1639.0;4977.0;1
1640.0;4978.0;5
1648.0;4973.0;9
1658.0;4978.0;1
1660.0;4974.0;5
1664.0;4973.0;13
1668.0;4975.5;2
1672.0;4975.0;14
1674.0;4979.0;2
1683.0;4973.0;1
1688.0;4975.0;20
1693.0;4974.0;1
1697.0;4979.0;1
1701.0;4974.5;3
1703.0;4977.0;1
1707.0;4972.0;1
1709.0;4973.0;3
1712.0;4973.0;18
1714.0;4977.0;1
1718.0;4978.0;1
1729.0;4974.0;3
1737.0;4978.0;1
1742.0;4978.0;1
1750.0;4977.0;1
1753.0;4977.0;1
1756.0;4978.0;1
1757.0;4977.0;1
1761.0;4972.0;1
1762.0;4976.0;1
1766.0;4979.0;2
1774.0;4973.0;3
1776.0;4975.0;4
1777.0;4980.0;12
1780.0;4980.0;20
1783.0;4980.0;1
1801.0;4976.0;1
1804.0;4981.0;1
1806.0;4976.0;1
1815.0;4977.0;1
1819.0;4984.0;2
1828.0;4985.0;9
1829.0;4978.0;4
1832.0;4980.0;1
1835.0;4979.0;1
1836.0;4983.0;4
1843.0;4979.0;1
1851.0;4977.0;1
1861.0;4978.0;1
1862.0;4978.0;4
1866.0;4980.0;1
1869.0;4979.0;1
1870.0;4985.0;26
1874.0;4984.0;1
1875.0;4980.0;19
1877.0;4985.0;3
1878.0;4983.0;1
1885.0;4981.0;1
1886.0;4987.0;9
1888.0;4986.0;1
1890.0;4986.0;1
1894.0;4980.0;1
1895.0;4985.0;1
1897.0;4986.0;14
1898.0;4987.0;1
1916.0;4983.0;2
1917.0;4981.0;1
1932.0;4981.0;1
1937.0;4980.0;2
1940.0;4986.0;6
1947.0;4985.0;2
1949.0;4987.0;1
1961.0;4988.0;1
1962.0;4983.0;1
1965.0;4984.0;1
1967.0;4989.0;1
1968.0;4984.0;2
1972.0;4990.0;7
1974.0;4990.0;2
1981.0;4991.0;1
1982.0;4990.0;1
1985.0;4984.0;1
1990.0;4988.5;2
1991.0;4984.0;1
1995.0;4989.0;2
2003.0;4989.0;5
2004.0;4984.0;2
2006.0;4991.0;2
2007.0;4985.0;2
2011.0;4984.0;2
2018.0;4986.0;9
2022.0;4989.0;21
2025.0;4987.0;1
2030.0;4987.0;2
2034.0;4994.0;2
2036.0;4994.0;11
2040.0;4992.0;2
2048.0;4993.0;4
2050.0;4992.0;1
2053.0;4989.0;2
2054.0;4995.0;1
2063.0;4989.0;2
2065.0;4988.0;1
2072.0;4994.0;2
2073.0;4987.0;1
2074.0;4990.0;7
2078.0;4992.0;1
2081.0;4987.0;1
2083.0;4993.0;1
2085.0;4987.0;1
2091.0;4988.0;1
2094.0;4987.0;1
2097.0;4987.0;1
2100.0;4988.0;2
2108.0;4988.0;12
2111.0;4990.0;1
2114.0;4995.0;1
2115.0;4990.0;1
2120.0;4995.0;5
2126.0;4995.0;1
2128.0;4989.0;1
2133.0;4989.0;4
2148.0;4986.0;1
2149.0;4991.0;11
2150.0;4986.0;1
2152.0;4992.0;2
2153.0;4987.0;5
2164.0;4993.0;1
2166.0;4987.0;1
2168.0;4987.0;13
