timestamp;price;quantity
1.0;9996.0;2
16.0;10004.0;1
26.0;9998.0;1
33.0;9996.0;1
34.0;9995.0;2
37.0;10005.0;6
41.0;9998.0;1
43.0;10004.0;3
68.0;9998.0;2
75.0;10002.0;1
76.0;10002.0;1
87.0;10002.0;1
88.0;10002.0;2
89.0;10002.0;1
97.0;10000.0;3
102.0;9998.0;1
103.0;9996.0;1
112.0;10005.0;2
131.0;9998.0;1
137.0;9998.0;1
140.0;9996.0;2
141.0;10005.0;7
152.0;10005.0;4
155.0;10002.0;5
174.0;10002.0;1
183.0;9998.0;1
184.0;10001.5;3
186.0;10005.0;5
196.0;10002.0;1
197.0;10002.0;1
200.0;10002.0;1
203.0;10002.0;1
207.0;9996.5;10
210.0;9998.0;1
214.0;10002.0;1
228.0;9998.0;1
231.0;9998.0;4
234.0;9998.0;2
240.0;9996.5;11
244.0;10002.0;1
247.0;9996.0;4
252.0;10002.0;1
257.0;10004.0;2
258.0;10002.0;11
265.0;10005.0;9
271.0;10002.0;1
278.0;9998.0;4
280.0;10002.0;4
281.0;10005.0;1
284.0;9998.0;3
287.0;9998.0;1
295.0;10005.0;2
296.0;9998.0;5
305.0;10004.0;7
311.0;9996.0;1
314.0;9998.0;1
317.0;10002.0;3
319.0;10002.0;1
322.0;10002.0;4
326.0;10002.0;1
329.0;9995.5;4
336.0;10002.0;3
341.0;9998.0;1
342.0;10002.0;1
357.0;10002.0;1
364.0;10005.0;1
366.0;10005.0;4
375.0;10002.0;1
380.0;9995.0;4
385.0;10004.0;2
386.0;10002.0;6
390.0;9995.0;2
392.0;10002.0;5
394.0;9996.0;1
416.0;10001.0;3
417.0;9995.0;1
430.0;10002.0;1
432.0;10005.0;2
435.0;10002.0;1
438.0;9998.0;1
440.0;10004.0;2
441.0;9998.0;1
449.0;9996.0;1
452.0;9996.0;1
459.0;9996.0;11
463.0;9998.0;1
464.0;9995.0;1
469.0;9996.0;1
484.0;9995.0;1
487.0;10004.0;1
494.0;10005.0;1
498.0;9995.0;2
503.0;9996.0;1
505.0;9996.0;2
510.0;9996.0;2
511.0;9998.0;1
517.0;10002.0;1
520.0;10002.0;2
521.0;9998.0;2
528.0;10002.0;3
531.0;9998.0;1
533.0;10002.0;1
534.0;9998.0;2
537.0;9998.0;1
538.0;10004.0;2
540.0;10002.0;1
544.0;9998.0;1
547.0;9996.0;6
550.0;10002.0;3
562.0;10004.0;1
566.0;9998.0;1
568.0;10002.0;1
571.0;10004.0;1
572.0;10002.0;1
573.0;10002.0;1
574.0;10002.0;1
578.0;10002.0;2
585.0;9996.0;1
587.0;9998.0;1
596.0;10005.0;4
598.0;10002.0;6
603.0;9996.0;2
604.0;9996.0;8
605.0;9998.0;1
606.0;9998.0;1
612.0;10003.5;3
624.0;10004.0;1
633.0;9998.0;1
634.0;9998.0;1
636.0;9998.0;6
638.0;9996.0;1
643.0;9995.0;2
646.0;10003.5;3
650.0;10005.0;2
654.0;9999.0;3
656.0;9998.0;1
657.0;9995.0;1
659.0;9996.0;1
660.0;9998.0;1
661.0;9998.0;1
668.0;9998.0;2
675.0;9996.0;1
680.0;9998.0;2
681.0;10003.5;8
682.0;10002.0;1
686.0;10002.0;1
690.0;10002.0;1
694.0;10005.0;2
717.0;9995.0;10
742.0;10002.0;1
745.0;10004.0;1
750.0;10002.0;1
753.0;9996.0;1
765.0;10002.0;1
778.0;9998.0;5
781.0;10002.0;2
784.0;9995.0;2
791.0;10004.5;3
796.0;10002.0;1
804.0;10002.0;1
809.0;10002.0;1
814.0;9998.0;1
818.0;10002.0;1
819.0;9998.0;1
824.0;10004.0;1
833.0;9996.0;2
838.0;10004.0;1
847.0;10004.0;2
851.0;9998.0;5
858.0;10000.0;6
860.0;9998.0;2
861.0;10002.0;1
864.0;9998.0;1
866.0;10002.0;1
880.0;10002.0;4
884.0;10004.0;2
886.0;10002.0;5
887.0;9998.0;1
902.0;10004.0;1
908.0;10002.0;6
911.0;9998.0;1
915.0;10002.0;1
920.0;10002.0;1
924.0;9996.0;1
931.0;10002.0;1
932.0;9998.0;1
934.0;9998.0;1
936.0;9998.0;1
938.0;10002.0;1
940.0;9998.0;1
948.0;9996.0;11
949.0;10002.0;4
952.0;9996.0;2
954.0;10002.0;1
960.0;10002.0;8
962.0;9995.0;1
965.0;10002.0;3
970.0;10005.0;3
973.0;10005.0;12
974.0;10004.0;1
975.0;9998.0;1
977.0;9998.0;1
980.0;10002.0;4
982.0;10002.0;1
984.0;9998.0;1
989.0;9996.0;1
991.0;9998.0;1
1002.0;9998.0;1
1006.0;9998.0;1
1023.0;10004.0;2
1024.0;10002.0;4
1026.0;10002.0;1
1030.0;9998.0;1
1032.0;9995.0;2
1041.0;9998.0;1
1043.0;9998.0;3
1044.0;9998.0;2
1045.0;9996.5;3
1048.0;10002.0;1
1052.0;10002.0;1
1060.0;10002.0;5
1069.0;10005.0;2
1073.0;9995.0;4
1076.0;10002.0;2
1078.0;10004.0;2
1081.0;9998.0;11
1084.0;9998.0;1
1087.0;10002.0;1
1088.0;9995.0;10
1090.0;10004.0;1
1092.0;10002.0;2
1100.0;10005.0;1
1114.0;9995.0;1
1117.0;9996.0;2
1121.0;10002.0;1
1123.0;10002.0;1
1126.0;10002.0;1
1135.0;10004.0;1
1139.0;9996.0;1
1148.0;10000.0;16
1157.0;9998.0;1
1159.0;9998.0;1
1181.0;9995.0;1
1194.0;10002.0;1
1203.0;10002.0;1
1206.0;9998.0;3
1209.0;10000.0;2
1210.0;9998.0;1
1219.0;9998.0;2
1224.0;10004.0;5
1231.0;9998.0;1
1245.0;10002.0;1
1246.0;9995.0;5
1248.0;9998.0;1
1250.0;10002.0;2
1252.0;9998.0;1
1253.0;10004.0;1
1254.0;10005.0;2
1255.0;9996.0;2
1265.0;9996.0;4
1266.0;9998.0;4
1271.0;9995.0;12
1273.0;10002.0;2
1275.0;10002.0;1
1279.0;10004.0;2
1280.0;10002.0;1
1293.0;9995.0;2
1298.0;9995.0;1
1302.0;10002.0;5
1304.0;9998.0;3
1306.0;9998.0;3
1313.0;9998.0;1
