day;timestamp;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;10001.0;14999.0;38.0;14998.0;53.0;0.0;0.0;15001.0;38.0;15002.0;53.0;0.0;0.0;15000.0;0.0
-1;10002.0;14999.0;31.0;14998.0;64.0;0.0;0.0;15001.0;31.0;15002.0;64.0;0.0;0.0;15000.0;0.0
-1;10003.0;14998.0;106.0;0.0;0.0;0.0;0.0;15001.0;106.0;0.0;0.0;0.0;0.0;14999.5;0.0
-1;10004.0;14999.0;35.0;14998.0;67.0;0.0;0.0;15001.0;35.0;15002.0;67.0;0.0;0.0;15000.0;0.0
-1;10005.0;14998.0;38.0;14997.0;69.0;0.0;0.0;15000.0;38.0;15001.0;69.0;0.0;0.0;14999.0;0.0
-1;10006.0;14997.0;27.0;14996.0;52.0;0.0;0.0;15000.0;79.0;0.0;0.0;0.0;0.0;14998.5;0.0
-1;10007.0;14998.0;93.0;0.0;0.0;0.0;0.0;15001.0;93.0;0.0;0.0;0.0;0.0;14999.5;0.0
-1;10008.0;15001.0;103.0;0.0;0.0;0.0;0.0;15004.0;103.0;0.0;0.0;0.0;0.0;15002.5;0.0
-1;10009.0;15001.0;106.0;0.0;0.0;0.0;0.0;15004.0;106.0;0.0;0.0;0.0;0.0;15002.5;0.0
-1;10010.0;15000.0;93.0;0.0;0.0;0.0;0.0;15003.0;93.0;0.0;0.0;0.0;0.0;15001.5;0.0
-1;10011.0;15005.0;86.0;0.0;0.0;0.0;0.0;15008.0;86.0;0.0;0.0;0.0;0.0;15006.5;0.0
-1;10012.0;15005.0;37.0;15004.0;74.0;0.0;0.0;15007.0;37.0;15008.0;74.0;0.0;0.0;15006.0;0.0
-1;10013.0;15006.0;33.0;15005.0;56.0;0.0;0.0;15009.0;89.0;0.0;0.0;0.0;0.0;15007.5;0.0
-1;10014.0;15008.0;90.0;0.0;0.0;0.0;0.0;15011.0;90.0;0.0;0.0;0.0;0.0;15009.5;0.0
-1;10015.0;15006.0;80.0;0.0;0.0;0.0;0.0;15009.0;29.0;15010.0;51.0;0.0;0.0;15007.5;0.0
-1;10016.0;15009.0;109.0;0.0;0.0;0.0;0.0;15012.0;35.0;15013.0;74.0;0.0;0.0;15010.5;0.0
-1;10017.0;15012.0;30.0;15011.0;60.0;0.0;0.0;15014.0;30.0;15015.0;60.0;0.0;0.0;15013.0;0.0
-1;10018.0;15011.0;83.0;0.0;0.0;0.0;0.0;15014.0;83.0;0.0;0.0;0.0;0.0;15012.5;0.0
-1;10019.0;15012.0;110.0;0.0;0.0;0.0;0.0;15015.0;110.0;0.0;0.0;0.0;0.0;15013.5;0.0
-1;10020.0;15010.0;72.0;0.0;0.0;0.0;0.0;15013.0;72.0;0.0;0.0;0.0;0.0;15011.5;0.0
-1;10021.0;15014.0;28.0;15013.0;82.0;0.0;0.0;15016.0;82.0;0.0;0.0;0.0;0.0;15015.0;0.0
-1;10022.0;15014.0;82.0;0.0;0.0;0.0;0.0;15017.0;82.0;0.0;0.0;0.0;0.0;15015.5;0.0
-1;10023.0;15010.0;86.0;0.0;0.0;0.0;0.0;15013.0;20.0;15014.0;66.0;0.0;0.0;15011.5;0.0
-1;10024.0;15010.0;93.0;0.0;0.0;0.0;0.0;15013.0;24.0;15014.0;69.0;0.0;0.0;15011.5;0.0
-1;10025.0;15009.0;87.0;0.0;0.0;0.0;0.0;15012.0;87.0;0.0;0.0;0.0;0.0;15010.5;0.0
-1;10026.0;15011.0;38.0;15010.0;93.0;0.0;0.0;15013.0;93.0;0.0;0.0;0.0;0.0;15012.0;0.0
-1;10027.0;15009.0;27.0;15008.0;74.0;0.0;0.0;15011.0;27.0;15012.0;74.0;0.0;0.0;15010.0;0.0
-1;10028.0;15012.0;75.0;0.0;0.0;0.0;0.0;15015.0;75.0;0.0;0.0;0.0;0.0;15013.5;0.0
-1;10029.0;15007.0;92.0;0.0;0.0;0.0;0.0;15010.0;92.0;0.0;0.0;0.0;0.0;15008.5;0.0
-1;10030.0;15007.0;89.0;0.0;0.0;0.0;0.0;15010.0;89.0;0.0;0.0;0.0;0.0;15008.5;0.0
-1;10031.0;15004.0;22.0;15003.0;69.0;0.0;0.0;15007.0;91.0;0.0;0.0;0.0;0.0;15005.5;0.0
-1;10032.0;15005.0;95.0;0.0;0.0;0.0;0.0;15008.0;20.0;15009.0;75.0;0.0;0.0;15006.5;0.0
-1;10033.0;15006.0;36.0;15005.0;66.0;0.0;0.0;15008.0;36.0;15009.0;66.0;0.0;0.0;15007.0;0.0
-1;10034.0;15004.0;98.0;0.0;0.0;0.0;0.0;15007.0;98.0;0.0;0.0;0.0;0.0;15005.5;0.0
-1;10035.0;15002.0;84.0;0.0;0.0;0.0;0.0;15005.0;21.0;15006.0;63.0;0.0;0.0;15003.5;0.0
-1;10036.0;15004.0;35.0;15003.0;57.0;0.0;0.0;15006.0;35.0;15007.0;57.0;0.0;0.0;15005.0;0.0
-1;10037.0;15003.0;97.0;0.0;0.0;0.0;0.0;15006.0;97.0;0.0;0.0;0.0;0.0;15004.5;0.0
-1;10038.0;15004.0;71.0;0.0;0.0;0.0;0.0;15007.0;71.0;0.0;0.0;0.0;0.0;15005.5;0.0
-1;10039.0;15005.0;71.0;0.0;0.0;0.0;0.0;15008.0;71.0;0.0;0.0;0.0;0.0;15006.5;0.0
-1;10040.0;15007.0;29.0;15006.0;51.0;0.0;0.0;15010.0;80.0;0.0;0.0;0.0;0.0;15008.5;0.0
-1;10041.0;15009.0;30.0;15008.0;94.0;0.0;0.0;15011.0;94.0;0.0;0.0;0.0;0.0;15010.0;0.0
-1;10042.0;15009.0;81.0;0.0;0.0;0.0;0.0;15012.0;81.0;0.0;0.0;0.0;0.0;15010.5;0.0
-1;10043.0;15008.0;102.0;0.0;0.0;0.0;0.0;15009.0;25.0;15011.0;102.0;0.0;0.0;15008.5;0.0
-1;10044.0;15007.0;102.0;0.0;0.0;0.0;0.0;15010.0;102.0;0.0;0.0;0.0;0.0;15008.5;0.0
-1;10045.0;15009.0;112.0;0.0;0.0;0.0;0.0;15012.0;38.0;15013.0;74.0;0.0;0.0;15010.5;0.0
-1;10046.0;15009.0;85.0;0.0;0.0;0.0;0.0;15012.0;30.0;15013.0;55.0;0.0;0.0;15010.5;0.0
-1;10047.0;15007.0;74.0;15006.0;58.0;0.0;0.0;15009.0;36.0;15010.0;58.0;0.0;0.0;15008.0;0.0
-1;10048.0;15006.0;37.0;15005.0;73.0;0.0;0.0;15008.0;37.0;15009.0;73.0;0.0;0.0;15007.0;0.0
-1;10049.0;15006.0;79.0;0.0;0.0;0.0;0.0;15009.0;79.0;0.0;0.0;0.0;0.0;15007.5;0.0
-1;10050.0;15005.0;75.0;0.0;0.0;0.0;0.0;15008.0;25.0;15009.0;50.0;0.0;0.0;15006.5;0.0
-1;10051.0;15003.0;81.0;0.0;0.0;0.0;0.0;15006.0;21.0;15007.0;60.0;0.0;0.0;15004.5;0.0
-1;10052.0;15003.0;79.0;0.0;0.0;0.0;0.0;15006.0;79.0;0.0;0.0;0.0;0.0;15004.5;0.0
-1;10053.0;15004.0;87.0;0.0;0.0;0.0;0.0;15007.0;87.0;0.0;0.0;0.0;0.0;15005.5;0.0
-1;10054.0;15003.0;20.0;15002.0;75.0;0.0;0.0;15005.0;20.0;15006.0;75.0;0.0;0.0;15004.0;0.0
-1;10055.0;15002.0;29.0;15001.0;74.0;0.0;0.0;15004.0;29.0;15005.0;74.0;0.0;0.0;15003.0;0.0
-1;10056.0;14999.0;112.0;0.0;0.0;0.0;0.0;15002.0;112.0;0.0;0.0;0.0;0.0;15000.5;0.0
-1;10057.0;14999.0;85.0;0.0;0.0;0.0;0.0;15000.0;27.0;15002.0;21.0;15003.0;64.0;14999.5;0.0
-1;10058.0;14998.0;90.0;0.0;0.0;0.0;0.0;15001.0;90.0;0.0;0.0;0.0;0.0;14999.5;0.0
-1;10059.0;14996.0;104.0;0.0;0.0;0.0;0.0;14999.0;104.0;0.0;0.0;0.0;0.0;14997.5;0.0
-1;10060.0;14993.0;89.0;0.0;0.0;0.0;0.0;14996.0;89.0;0.0;0.0;0.0;0.0;14994.5;0.0
-1;10061.0;14992.0;84.0;0.0;0.0;0.0;0.0;14995.0;84.0;0.0;0.0;0.0;0.0;14993.5;0.0
-1;10062.0;14995.0;36.0;14994.0;57.0;0.0;0.0;14998.0;93.0;0.0;0.0;0.0;0.0;14996.5;0.0
-1;10063.0;14995.0;93.0;0.0;0.0;0.0;0.0;14998.0;32.0;14999.0;61.0;0.0;0.0;14996.5;0.0
-1;10064.0;14999.0;35.0;14998.0;73.0;0.0;0.0;15002.0;108.0;0.0;0.0;0.0;0.0;15000.5;0.0
-1;10065.0;15004.0;100.0;0.0;0.0;0.0;0.0;15007.0;100.0;0.0;0.0;0.0;0.0;15005.5;0.0
-1;10066.0;15006.0;39.0;15005.0;54.0;0.0;0.0;15008.0;39.0;15009.0;54.0;0.0;0.0;15007.0;0.0
-1;10067.0;15007.0;93.0;0.0;0.0;0.0;0.0;15010.0;93.0;0.0;0.0;0.0;0.0;15008.5;0.0
-1;10068.0;15008.0;92.0;0.0;0.0;0.0;0.0;15011.0;92.0;0.0;0.0;0.0;0.0;15009.5;0.0
-1;10069.0;15013.0;99.0;0.0;0.0;0.0;0.0;15016.0;99.0;0.0;0.0;0.0;0.0;15014.5;0.0
-1;10070.0;15012.0;92.0;0.0;0.0;0.0;0.0;15015.0;92.0;0.0;0.0;0.0;0.0;15013.5;0.0
-1;10071.0;15010.0;95.0;0.0;0.0;0.0;0.0;15013.0;95.0;0.0;0.0;0.0;0.0;15011.5;0.0
-1;10072.0;15012.0;38.0;15011.0;55.0;0.0;0.0;15014.0;38.0;15015.0;55.0;0.0;0.0;15013.0;0.0
-1;10073.0;15012.0;91.0;0.0;0.0;0.0;0.0;15015.0;91.0;0.0;0.0;0.0;0.0;15013.5;0.0
-1;10074.0;15015.0;40.0;15014.0;56.0;0.0;0.0;15017.0;40.0;15018.0;56.0;0.0;0.0;15016.0;-3.66015625
-1;10075.0;15012.0;88.0;0.0;0.0;0.0;0.0;15015.0;31.0;15016.0;57.0;0.0;0.0;15013.5;4.40625
-1;10076.0;15014.0;100.0;0.0;0.0;0.0;0.0;15017.0;100.0;0.0;0.0;0.0;0.0;15015.5;-3.16796875
-1;10077.0;15016.0;113.0;0.0;0.0;0.0;0.0;15019.0;113.0;0.0;0.0;0.0;0.0;15017.5;-10.5078125
-1;10078.0;15016.0;87.0;0.0;0.0;0.0;0.0;15019.0;87.0;0.0;0.0;0.0;0.0;15017.5;-9.9765625
-1;10079.0;15014.0;30.0;15013.0;59.0;0.0;0.0;15016.0;30.0;15017.0;59.0;0.0;0.0;15015.0;0.34375
-1;10080.0;15011.0;109.0;0.0;0.0;0.0;0.0;15014.0;109.0;0.0;0.0;0.0;0.0;15012.5;10.33203125
-1;10081.0;15013.0;105.0;0.0;0.0;0.0;0.0;15016.0;38.0;15017.0;67.0;0.0;0.0;15014.5;0.75
-1;10082.0;15011.0;24.0;15010.0;72.0;0.0;0.0;15013.0;30.0;15014.0;72.0;0.0;0.0;15012.0;6.09375
-1;10083.0;15010.0;87.0;0.0;0.0;0.0;0.0;15013.0;87.0;0.0;0.0;0.0;0.0;15011.5;11.34375
-1;10084.0;15011.0;97.0;0.0;0.0;0.0;0.0;15014.0;97.0;0.0;0.0;0.0;0.0;15012.5;1.953125
-1;10085.0;15014.0;30.0;15013.0;75.0;0.0;0.0;15016.0;30.0;15017.0;75.0;0.0;0.0;15015.0;-23.53125
-1;10086.0;15013.0;36.0;15012.0;65.0;0.0;0.0;15015.0;36.0;15016.0;65.0;0.0;0.0;15014.0;-13.515625
-1;10087.0;15012.0;93.0;0.0;0.0;0.0;0.0;15015.0;32.0;15016.0;61.0;0.0;0.0;15013.5;-12.5625
-1;10088.0;15012.0;100.0;0.0;0.0;0.0;0.0;15015.0;100.0;0.0;0.0;0.0;0.0;15013.5;-9.3125
-1;10089.0;15014.0;83.0;0.0;0.0;0.0;0.0;15017.0;83.0;0.0;0.0;0.0;0.0;15015.5;-28.84375
-1;10090.0;15015.0;112.0;0.0;0.0;0.0;0.0;15018.0;112.0;0.0;0.0;0.0;0.0;15016.5;-39.5
-1;10091.0;15011.0;93.0;0.0;0.0;0.0;0.0;15014.0;93.0;0.0;0.0;0.0;0.0;15012.5;1.625
-1;10092.0;15012.0;89.0;0.0;0.0;0.0;0.0;15015.0;89.0;0.0;0.0;0.0;0.0;15013.5;-9.5625
-1;10093.0;15015.0;84.0;0.0;0.0;0.0;0.0;15018.0;84.0;0.0;0.0;0.0;0.0;15016.5;-36.28125
-1;10094.0;15019.0;40.0;15018.0;68.0;0.0;0.0;15022.0;108.0;0.0;0.0;0.0;0.0;15020.5;-75.609375
-1;10095.0;15017.0;76.0;0.0;0.0;0.0;0.0;15020.0;76.0;0.0;0.0;0.0;0.0;15018.5;-56.65625
-1;10096.0;15019.0;100.0;0.0;0.0;0.0;0.0;15022.0;100.0;0.0;0.0;0.0;0.0;15020.5;-77.796875
-1;10097.0;15021.0;25.0;15020.0;57.0;0.0;0.0;15023.0;25.0;15024.0;57.0;0.0;0.0;15022.0;-93.5625
-1;10098.0;15019.0;27.0;15018.0;62.0;0.0;0.0;15022.0;89.0;0.0;0.0;0.0;0.0;15020.5;-75.03125
-1;10099.0;15020.0;30.0;15019.0;66.0;0.0;0.0;15022.0;30.0;15023.0;66.0;0.0;0.0;15021.0;-84.65625
-1;10100.0;15020.0;86.0;0.0;0.0;0.0;0.0;15023.0;23.0;15024.0;63.0;0.0;0.0;15021.5;-92.296875
-1;10101.0;15021.0;91.0;0.0;0.0;0.0;0.0;15024.0;91.0;0.0;0.0;0.0;0.0;15022.5;-100.859375
-1;10102.0;15023.0;97.0;0.0;0.0;0.0;0.0;15026.0;97.0;0.0;0.0;0.0;0.0;15024.5;-118.15625
-1;10103.0;15027.0;98.0;0.0;0.0;0.0;0.0;15030.0;98.0;0.0;0.0;0.0;0.0;15028.5;-160.03125
-1;10104.0;15027.0;95.0;0.0;0.0;0.0;0.0;15030.0;34.0;15031.0;61.0;0.0;0.0;15028.5;-162.59375
-1;10105.0;15027.0;34.0;15026.0;54.0;0.0;0.0;15030.0;88.0;0.0;0.0;0.0;0.0;15028.5;-160.5
-1;10106.0;15029.0;39.0;15028.0;66.0;0.0;0.0;15031.0;39.0;15032.0;66.0;0.0;0.0;15030.0;-186.4375
-1;10107.0;15030.0;31.0;15029.0;68.0;0.0;0.0;15032.0;31.0;15033.0;68.0;0.0;0.0;15031.0;-198.8125
-1;10108.0;15031.0;31.0;15030.0;62.0;0.0;0.0;15033.0;31.0;15034.0;62.0;0.0;0.0;15032.0;-214.875
-1;10109.0;15030.0;33.0;15029.0;59.0;0.0;0.0;15032.0;33.0;15033.0;59.0;0.0;0.0;15031.0;-199.203125
-1;10110.0;15031.0;98.0;0.0;0.0;0.0;0.0;15034.0;98.0;0.0;0.0;0.0;0.0;15032.5;-217.65625
-1;10111.0;15030.0;94.0;0.0;0.0;0.0;0.0;15033.0;94.0;0.0;0.0;0.0;0.0;15031.5;-209.109375
-1;10112.0;15030.0;90.0;0.0;0.0;0.0;0.0;15033.0;90.0;0.0;0.0;0.0;0.0;15031.5;-208.453125
-1;10113.0;15027.0;84.0;0.0;0.0;0.0;0.0;15030.0;20.0;15031.0;64.0;0.0;0.0;15028.5;-170.09375
-1;10114.0;15028.0;39.0;15027.0;73.0;0.0;0.0;15030.0;39.0;15031.0;73.0;0.0;0.0;15029.0;-171.15625
-1;10115.0;15030.0;94.0;0.0;0.0;0.0;0.0;15033.0;94.0;0.0;0.0;0.0;0.0;15031.5;-207.265625
-1;10116.0;15028.0;26.0;15027.0;64.0;0.0;0.0;15030.0;26.0;15031.0;64.0;0.0;0.0;15029.0;-172.5
-1;10117.0;15025.0;99.0;0.0;0.0;0.0;0.0;15028.0;39.0;15029.0;60.0;0.0;0.0;15026.5;-141.25
-1;10118.0;15026.0;33.0;15025.0;55.0;0.0;0.0;15027.0;23.0;15028.0;33.0;15029.0;55.0;15026.5;-144.03125
-1;10119.0;15022.0;93.0;0.0;0.0;0.0;0.0;15023.0;25.0;15025.0;21.0;15026.0;72.0;15022.5;-99.21875
-1;10120.0;15024.0;36.0;15023.0;66.0;0.0;0.0;15027.0;102.0;0.0;0.0;0.0;0.0;15025.5;-118.03125
-1;10121.0;15026.0;37.0;15025.0;62.0;0.0;0.0;15028.0;37.0;15029.0;62.0;0.0;0.0;15027.0;-144.0625
-1;10122.0;15025.0;98.0;0.0;0.0;0.0;0.0;15028.0;98.0;0.0;0.0;0.0;0.0;15026.5;-133.328125
-1;10123.0;15027.0;39.0;15026.0;58.0;0.0;0.0;15029.0;39.0;15030.0;58.0;0.0;0.0;15028.0;-159.3125
-1;10124.0;15026.0;111.0;0.0;0.0;0.0;0.0;15029.0;111.0;0.0;0.0;0.0;0.0;15027.5;-150.109375
-1;10125.0;15028.0;35.0;15027.0;64.0;0.0;0.0;15030.0;35.0;15031.0;64.0;0.0;0.0;15029.0;-171.21875
-1;10126.0;15024.0;40.0;15023.0;63.0;0.0;0.0;15027.0;103.0;0.0;0.0;0.0;0.0;15025.5;-118.515625
-1;10127.0;15024.0;101.0;0.0;0.0;0.0;0.0;15027.0;101.0;0.0;0.0;0.0;0.0;15025.5;-120.6875
-1;10128.0;15027.0;34.0;15026.0;68.0;0.0;0.0;15030.0;102.0;0.0;0.0;0.0;0.0;15028.5;-160.484375
-1;10129.0;15025.0;84.0;0.0;0.0;0.0;0.0;15028.0;27.0;15029.0;57.0;0.0;0.0;15026.5;-141.53125
-1;10130.0;15025.0;30.0;15024.0;69.0;0.0;0.0;15028.0;99.0;0.0;0.0;0.0;0.0;15026.5;-131.390625
-1;10131.0;15026.0;23.0;15025.0;54.0;0.0;0.0;15028.0;23.0;15029.0;54.0;0.0;0.0;15027.0;-143.84375
-1;10132.0;15025.0;93.0;0.0;0.0;0.0;0.0;15028.0;93.0;0.0;0.0;0.0;0.0;15026.5;-134.984375
-1;10133.0;15028.0;25.0;15027.0;57.0;0.0;0.0;15030.0;25.0;15031.0;57.0;0.0;0.0;15029.0;-173.21875
-1;10134.0;15027.0;100.0;0.0;0.0;0.0;0.0;15028.0;29.0;15030.0;100.0;0.0;0.0;15027.5;-161.390625
-1;10135.0;15028.0;94.0;0.0;0.0;0.0;0.0;15031.0;94.0;0.0;0.0;0.0;0.0;15029.5;-182.78125
-1;10136.0;15027.0;101.0;0.0;0.0;0.0;0.0;15030.0;101.0;0.0;0.0;0.0;0.0;15028.5;-167.0625
-1;10137.0;15029.0;96.0;0.0;0.0;0.0;0.0;15032.0;26.0;15033.0;70.0;0.0;0.0;15030.5;-198.25
-1;10138.0;15031.0;87.0;0.0;0.0;0.0;0.0;15034.0;87.0;0.0;0.0;0.0;0.0;15032.5;-218.75
-1;10139.0;15031.0;20.0;15030.0;95.0;0.0;0.0;15033.0;95.0;0.0;0.0;0.0;0.0;15032.0;-203.109375
-1;10140.0;15026.0;87.0;0.0;0.0;0.0;0.0;15029.0;87.0;0.0;0.0;0.0;0.0;15027.5;-147.78125
-1;10141.0;15027.0;21.0;15026.0;69.0;0.0;0.0;15029.0;21.0;15030.0;69.0;0.0;0.0;15028.0;-158.75
-1;10142.0;15024.0;90.0;0.0;0.0;0.0;0.0;15027.0;90.0;0.0;0.0;0.0;0.0;15025.5;-123.65625
-1;10143.0;15023.0;30.0;15022.0;55.0;0.0;0.0;15025.0;30.0;15026.0;55.0;0.0;0.0;15024.0;-103.03125
-1;10144.0;15022.0;24.0;15021.0;61.0;0.0;0.0;15025.0;85.0;0.0;0.0;0.0;0.0;15023.5;-90.75
-1;10145.0;15022.0;32.0;15021.0;61.0;0.0;0.0;15025.0;93.0;0.0;0.0;0.0;0.0;15023.5;-90.1875
-1;10146.0;15025.0;23.0;15024.0;67.0;0.0;0.0;15027.0;23.0;15028.0;67.0;0.0;0.0;15026.0;-130.6875
-1;10147.0;15025.0;90.0;0.0;0.0;0.0;0.0;15028.0;90.0;0.0;0.0;0.0;0.0;15026.5;-136.40625
-1;10148.0;15025.0;12.0;15024.0;72.0;0.0;0.0;15027.0;20.0;15028.0;72.0;0.0;0.0;15026.0;-139.46875
-1;10149.0;15025.0;29.0;15024.0;53.0;0.0;0.0;15026.0;23.0;15027.0;29.0;15028.0;53.0;15025.5;-139.25
-1;10150.0;15026.0;37.0;15025.0;74.0;0.0;0.0;15029.0;111.0;0.0;0.0;0.0;0.0;15027.5;-162.65625
-1;10151.0;15025.0;104.0;0.0;0.0;0.0;0.0;15028.0;104.0;0.0;0.0;0.0;0.0;15026.5;-152.15625
-1;10152.0;15026.0;32.0;15025.0;72.0;0.0;0.0;15028.0;32.0;15029.0;72.0;0.0;0.0;15027.0;-158.9375
-1;10153.0;15025.0;91.0;0.0;0.0;0.0;0.0;15028.0;91.0;0.0;0.0;0.0;0.0;15026.5;-148.0
-1;10154.0;15028.0;95.0;0.0;0.0;0.0;0.0;15031.0;95.0;0.0;0.0;0.0;0.0;15029.5;-214.6875
-1;10155.0;15028.0;33.0;15027.0;74.0;0.0;0.0;15031.0;107.0;0.0;0.0;0.0;0.0;15029.5;-208.21875
-1;10156.0;15031.0;85.0;0.0;0.0;0.0;0.0;15034.0;85.0;0.0;0.0;0.0;0.0;15032.5;-277.53125
-1;10157.0;15034.0;91.0;0.0;0.0;0.0;0.0;15037.0;91.0;0.0;0.0;0.0;0.0;15035.5;-343.1875
-1;10158.0;15031.0;20.0;15030.0;52.0;0.0;0.0;15033.0;20.0;15034.0;52.0;0.0;0.0;15032.0;-270.28125
-1;10159.0;15034.0;40.0;15033.0;69.0;0.0;0.0;15036.0;40.0;15037.0;69.0;0.0;0.0;15035.0;-337.78125
-1;10160.0;15035.0;82.0;0.0;0.0;0.0;0.0;15038.0;82.0;0.0;0.0;0.0;0.0;15036.5;-367.875
-1;10161.0;15035.0;93.0;0.0;0.0;0.0;0.0;15038.0;93.0;0.0;0.0;0.0;0.0;15036.5;-366.90625
-1;10162.0;15037.0;29.0;15036.0;52.0;0.0;0.0;15039.0;29.0;15040.0;52.0;0.0;0.0;15038.0;-402.0625
-1;10163.0;15032.0;23.0;15031.0;64.0;0.0;0.0;15034.0;23.0;15035.0;64.0;0.0;0.0;15033.0;-291.3125
-1;10164.0;15031.0;26.0;15030.0;57.0;0.0;0.0;15033.0;26.0;15034.0;57.0;0.0;0.0;15032.0;-269.21875
-1;10165.0;15032.0;24.0;15031.0;69.0;0.0;0.0;15034.0;24.0;15035.0;69.0;0.0;0.0;15033.0;-293.46875
-1;10166.0;15032.0;94.0;0.0;0.0;0.0;0.0;15035.0;38.0;15036.0;56.0;0.0;0.0;15033.5;-310.5625
-1;10167.0;15036.0;104.0;0.0;0.0;0.0;0.0;15039.0;104.0;0.0;0.0;0.0;0.0;15037.5;-397.21875
-1;10168.0;15036.0;10.0;15035.0;64.0;0.0;0.0;15038.0;40.0;15039.0;64.0;0.0;0.0;15037.0;-406.625
-1;10169.0;15033.0;24.0;15032.0;58.0;0.0;0.0;15036.0;82.0;0.0;0.0;0.0;0.0;15034.5;-264.4375
-1;10170.0;15035.0;79.0;0.0;0.0;0.0;0.0;15038.0;79.0;0.0;0.0;0.0;0.0;15036.5;-375.6875
