day;timestamp;buyer;seller;currency;price;quantity
1;30011.0;Caesar;Paris;SEASHELLS;21015.0;4
1;30012.0;Paris;Caesar;SEASHELLS;21017.0;5
1;30020.0;Paris;Caesar;SEASHELLS;21023.0;2
1;30023.0;Caesar;Paris;SEASHELLS;21021.0;3
1;30028.0;Paris;Caesar;SEASHELLS;21015.0;5
1;30036.0;Paris;Caesar;SEASHELLS;21024.0;2
1;30070.0;Caesar;Camilla;SEASHELLS;21025.0;8
1;30070.0;Caesar;Paris;SEASHELLS;21025.0;5
1;30075.0;Paris;Caesar;SEASHELLS;21021.0;1
1;30082.0;Caesar;Paris;SEASHELLS;21013.0;5
1;30094.0;Caesar;Paris;SEASHELLS;21011.0;5
1;30096.0;Paris;Caesar;SEASHELLS;21014.0;4
1;30106.0;Paris;Caesar;SEASHELLS;21008.0;5
1;30123.0;Caesar;Paris;SEASHELLS;20982.0;1
1;30133.0;Caesar;Paris;SEASHELLS;20983.0;5
1;30133.0;Caesar;Camilla;SEASHELLS;20983.0;8
1;30135.0;Paris;Caesar;SEASHELLS;20988.0;5
1;30150.0;Caesar;Paris;SEASHELLS;20993.0;5
1;30154.0;Caesar;Paris;SEASHELLS;21003.0;4
1;30158.0;Paris;Caesar;SEASHELLS;21006.0;2
1;30178.0;Caesar;Camilla;SEASHELLS;21009.0;10
1;30180.0;Caesar;Paris;SEASHELLS;21007.0;5
1;30187.0;Caesar;Paris;SEASHELLS;21024.0;5
1;30196.0;Paris;Caesar;SEASHELLS;21041.0;5
1;30199.0;Paris;Caesar;SEASHELLS;21042.0;2
1;30202.0;Paris;Caesar;SEASHELLS;21038.0;5
1;30210.0;Paris;Caesar;SEASHELLS;21038.0;3
1;30216.0;Caesar;Paris;SEASHELLS;21049.0;3
1;30223.0;Paris;Caesar;SEASHELLS;21048.0;2
1;30237.0;Caesar;Paris;SEASHELLS;21029.0;5
1;30244.0;Caesar;Paris;SEASHELLS;21028.0;2
1;30258.0;Caesar;Paris;SEASHELLS;21030.0;5
1;30260.0;Paris;Caesar;SEASHELLS;21032.0;2
