day;timestamp;buyer;seller;symbol;currency;price;quantity
-1;0;;;PEARLS;SEASHELLS;10004.0;1
-1;0;;;BANANAS;SEASHELLS;4952.0;1
-1;1100;;;PEARLS;SEASHELLS;9996.0;2
-1;1300;;;BANANAS;SEASHELLS;4949.0;3
-1;1600;;;COCONUTS;SEASHELLS;8000.0;30
-1;1700;;;PEARLS;SEASHELLS;10002.0;1
-1;1800;;;PEARLS;SEASHELLS;10002.0;1
-1;1900;;;BANANAS;SEASHELLS;4950.0;1
-1;2000;;;PEARLS;SEASHELLS;9998.0;1
-1;2400;;;BANANAS;SEASHELLS;4947.0;1
-1;2500;;;BANANAS;SEASHELLS;4949.0;2
-1;2800;;;COCONUTS;SEASHELLS;7997.0;10
-1;2900;;;PEARLS;SEASHELLS;9996.0;1
-1;2900;;;PEARLS;SEASHELLS;9996.0;11
-1;3000;;;BANANAS;SEASHELLS;4953.0;1
-1;3000;;;PEARLS;SEASHELLS;10005.0;1
-1;3100;;;PEARLS;SEASHELLS;9996.0;2
-1;3100;;;BANANAS;SEASHELLS;4947.0;2
-1;3200;;;PEARLS;SEASHELLS;9996.0;1
-1;3200;;;BANANAS;SEASHELLS;4947.0;1
-1;3200;;;BANANAS;SEASHELLS;4947.0;1
-1;3200;;;PEARLS;SEASHELLS;9996.0;1
-1;3400;;;COCONUTS;SEASHELLS;7996.0;40
-1;3700;;;PEARLS;SEASHELLS;10002.0;1
-1;3800;;;BANANAS;SEASHELLS;4952.0;9
-1;3800;;;BANANAS;SEASHELLS;4952.0;1
-1;3800;;;PEARLS;SEASHELLS;9996.0;1
-1;3800;;;BANANAS;SEASHELLS;4952.0;10
-1;4200;;;PEARLS;SEASHELLS;9996.0;2
-1;4300;;;BANANAS;SEASHELLS;4951.0;1
-1;4300;;;PEARLS;SEASHELLS;9995.0;2
-1;4500;;;BANANAS;SEASHELLS;4946.0;1
-1;4800;;;BANANAS;SEASHELLS;4952.0;2
-1;4800;;;PEARLS;SEASHELLS;10004.0;2
-1;4900;;;BANANAS;SEASHELLS;4950.0;7
-1;4900;;;BANANAS;SEASHELLS;4950.0;9
-1;5100;;;BANANAS;SEASHELLS;4951.0;4
-1;5200;;;COCONUTS;SEASHELLS;7997.0;9
-1;5300;;;BANANAS;SEASHELLS;4952.0;1
-1;5700;;;BANANAS;SEASHELLS;4948.0;1
-1;6100;;;BANANAS;SEASHELLS;4948.0;1
-1;6500;;;PEARLS;SEASHELLS;9998.0;1
-1;6600;;;PEARLS;SEASHELLS;10004.0;2
-1;6700;;;PEARLS;SEASHELLS;10002.0;3
-1;6900;;;BANANAS;SEASHELLS;4952.0;1
-1;6900;;;PEARLS;SEASHELLS;10002.0;1
-1;7000;;;BANANAS;SEASHELLS;4954.0;2
-1;7000;;;PEARLS;SEASHELLS;10005.0;2
-1;7200;;;PINA_COLADAS;SEASHELLS;15015.0;4
-1;7200;;;BANANAS;SEASHELLS;4948.0;5
-1;7300;;;PEARLS;SEASHELLS;10004.0;2
-1;7300;;;BANANAS;SEASHELLS;4954.0;2
-1;7400;;;BANANAS;SEASHELLS;4947.0;1
-1;7700;;;BANANAS;SEASHELLS;4946.0;1
-1;8100;;;PEARLS;SEASHELLS;9996.0;1
-1;8100;;;PEARLS;SEASHELLS;9996.0;1
-1;8100;;;PINA_COLADAS;SEASHELLS;15011.0;6
-1;8100;;;BANANAS;SEASHELLS;4952.0;1
-1;8600;;;BANANAS;SEASHELLS;4944.0;1
-1;8800;;;BANANAS;SEASHELLS;4948.0;1
-1;8800;;;PEARLS;SEASHELLS;9998.0;1
