day;timestamp;buyer;seller;symbol;currency;price;quantity
0;0;Paris;Camilla;BERRIES;SEASHELLS;4003.0;6
0;100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
0;100;Camilla;Paris;DIVING_GEAR;SEASHELLS;99999.0;1
0;300;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;2
0;300;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;400;Penelope;Charlie;BANANAS;SEASHELLS;4899.0;9
0;500;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
0;500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;500;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
0;700;Camilla;Penelope;BERRIES;SEASHELLS;3997.0;11
0;1200;Peter;Caesar;COCONUTS;SEASHELLS;8114.0;10
0;1400;Caesar;Paris;BANANAS;SEASHELLS;4891.0;1
0;1500;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;1500;Paris;Charlie;BANANAS;SEASHELLS;4896.0;1
0;1700;Penelope;Charlie;PEARLS;SEASHELLS;10005.0;6
0;2200;Gary;Charlie;BANANAS;SEASHELLS;4896.0;16
0;2400;Pablo;Charlie;BANANAS;SEASHELLS;4894.0;3
0;2500;Charlie;Pablo;BANANAS;SEASHELLS;4891.0;5
0;2700;Camilla;Pablo;PEARLS;SEASHELLS;9998.0;5
0;2800;Paris;Charlie;BANANAS;SEASHELLS;4895.0;1
0;2800;Penelope;Camilla;BERRIES;SEASHELLS;4004.0;14
0;2900;Gina;Paris;PEARLS;SEASHELLS;9998.0;1
0;3100;Charlie;Paris;BANANAS;SEASHELLS;4891.0;1
0;3300;Caesar;Gary;PEARLS;SEASHELLS;9996.0;2
0;3300;Penelope;Gary;PEARLS;SEASHELLS;9996.0;2
0;3700;Paris;Camilla;BANANAS;SEASHELLS;4897.0;1
0;4000;Caesar;Caesar;COCONUTS;SEASHELLS;8103.0;48
0;4200;Caesar;Gina;BANANAS;SEASHELLS;4893.0;2
0;4200;Charlie;Gina;BANANAS;SEASHELLS;4893.0;10
0;4300;Camilla;Gary;BERRIES;SEASHELLS;3998.0;10
0;4300;Charlie;Penelope;PEARLS;SEASHELLS;9996.0;1
0;4300;Charlie;Paris;PEARLS;SEASHELLS;9995.0;1
0;4300;Charlie;Paris;BANANAS;SEASHELLS;4892.0;1
0;4300;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
0;4400;Caesar;Paris;BANANAS;SEASHELLS;4893.0;1
0;4400;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;4700;Charlie;Gina;BANANAS;SEASHELLS;4893.0;8
0;4700;Camilla;Gina;BANANAS;SEASHELLS;4893.0;4
0;4800;Paris;Charlie;BANANAS;SEASHELLS;4898.0;1
0;4800;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;3
0;4900;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;4
0;4900;Paris;Pablo;PEARLS;SEASHELLS;9998.0;1
0;5100;Camilla;Pablo;BANANAS;SEASHELLS;4894.0;2
0;5100;Paris;Pablo;BANANAS;SEASHELLS;4894.0;1
0;5400;Camilla;Olivia;BERRIES;SEASHELLS;4000.0;17
0;6200;Charlie;Gina;BANANAS;SEASHELLS;4895.0;12
0;6200;Caesar;Gina;BANANAS;SEASHELLS;4895.0;1
0;6300;Penelope;Charlie;BANANAS;SEASHELLS;4901.0;6
0;6300;Caesar;Caesar;COCONUTS;SEASHELLS;8099.0;52
0;6300;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
0;6300;Pablo;Peter;BERRIES;SEASHELLS;4003.0;1
0;6600;Gary;Charlie;BANANAS;SEASHELLS;4901.0;18
0;6700;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;4
0;6800;Camilla;Gary;PEARLS;SEASHELLS;9998.0;1
0;6800;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
0;6800;Charlie;Paris;PEARLS;SEASHELLS;9996.0;1
0;6800;Camilla;Paris;BANANAS;SEASHELLS;4894.0;1
0;6800;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
0;6900;Paris;Charlie;DIVING_GEAR;SEASHELLS;99913.0;2
0;7200;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
0;7200;Paris;Caesar;BANANAS;SEASHELLS;4899.0;1
0;7300;Camilla;Paris;BERRIES;SEASHELLS;3999.0;5
0;7400;Charlie;Paris;DIVING_GEAR;SEASHELLS;99893.0;2
0;7400;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;7600;Caesar;Penelope;BANANAS;SEASHELLS;4895.0;2
0;7700;Paris;Charlie;BANANAS;SEASHELLS;4900.0;1
0;7700;Paris;Charlie;BANANAS;SEASHELLS;4901.0;1
0;7700;Paris;Charlie;PEARLS;SEASHELLS;10005.0;1
0;7800;Paris;Charlie;BANANAS;SEASHELLS;4900.0;1
0;7900;Paris;Camilla;BANANAS;SEASHELLS;4900.0;1
0;7900;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
0;8200;Pablo;Camilla;BANANAS;SEASHELLS;4901.0;2
0;8200;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;1
0;8300;Penelope;Camilla;BERRIES;SEASHELLS;4004.0;15
0;8400;Charlie;Paris;DIVING_GEAR;SEASHELLS;99906.0;2
0;8600;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99898.0;2
0;8700;Charlie;Pablo;BANANAS;SEASHELLS;4898.0;1
0;8900;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;5
0;9600;Charlie;Paris;BANANAS;SEASHELLS;4896.0;1
0;10300;Paris;Caesar;PEARLS;SEASHELLS;10004.0;2
0;10300;Paris;Pablo;BANANAS;SEASHELLS;4896.0;2
0;10500;Paris;Charlie;DIVING_GEAR;SEASHELLS;99894.0;1
0;10600;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;10600;Charlie;Pablo;PEARLS;SEASHELLS;9998.0;1
0;10800;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;10800;Camilla;Paris;BANANAS;SEASHELLS;4895.0;1
0;11100;Caesar;Penelope;PEARLS;SEASHELLS;9996.0;2
0;11200;Charlie;Pablo;PINA_COLADAS;SEASHELLS;15174.0;8
0;11300;Pablo;Charlie;BANANAS;SEASHELLS;4898.0;1
0;11400;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
0;11900;Camilla;Penelope;BERRIES;SEASHELLS;3993.0;10
0;12000;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15171.0;27
0;12000;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15171.0;11
0;12100;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
0;12300;Paris;Camilla;BERRIES;SEASHELLS;4001.0;5
0;12300;Paris;Caesar;PEARLS;SEASHELLS;10002.0;1
0;12500;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;5
0;12900;Peter;Caesar;COCONUTS;SEASHELLS;8084.0;10
0;13700;Caesar;Paris;PEARLS;SEASHELLS;9998.0;1
0;14000;Paris;Paris;BANANAS;SEASHELLS;4899.0;1
0;14000;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
0;14300;Caesar;Paris;BANANAS;SEASHELLS;4894.0;1
0;14500;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
0;14800;Caesar;Paris;BANANAS;SEASHELLS;4894.0;1
0;14800;Camilla;Paris;DIVING_GEAR;SEASHELLS;99843.0;3
0;15000;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99849.0;3
0;15100;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
0;15100;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;15400;Paris;Camilla;BANANAS;SEASHELLS;4898.0;1
0;15400;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
0;15500;Peter;Charlie;PINA_COLADAS;SEASHELLS;15163.0;3
0;15800;Camilla;Pablo;PEARLS;SEASHELLS;9998.0;4
0;16000;Charlie;Penelope;BANANAS;SEASHELLS;4892.0;10
0;16300;Camilla;Paris;DIVING_GEAR;SEASHELLS;99832.0;3
0;16700;Charlie;Paris;BANANAS;SEASHELLS;4893.0;1
0;16800;Paris;Camilla;PEARLS;SEASHELLS;10002.0;2
0;16800;Paris;Camilla;BANANAS;SEASHELLS;4898.0;2
0;17100;Camilla;Paris;BANANAS;SEASHELLS;4894.0;1
0;17300;Penelope;Pablo;BANANAS;SEASHELLS;4895.0;2
0;17300;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;17800;Paris;Charlie;DIVING_GEAR;SEASHELLS;99798.0;3
0;18200;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99793.0;3
0;18600;Paris;Camilla;PEARLS;SEASHELLS;10002.0;1
0;18900;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
0;18900;Paris;Charlie;BANANAS;SEASHELLS;4901.0;2
0;19000;Charlie;Paris;BANANAS;SEASHELLS;4894.0;1
0;19600;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15178.0;11
0;19600;Caesar;Caesar;PINA_COLADAS;SEASHELLS;15178.0;29
0;19600;Paris;Charlie;DIVING_GEAR;SEASHELLS;99816.0;3
0;19700;Paris;Camilla;BERRIES;SEASHELLS;3996.0;4
0;20100;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
0;20300;Paris;Camilla;DIVING_GEAR;SEASHELLS;99834.0;2
0;20300;Charlie;Penelope;BANANAS;SEASHELLS;4893.0;10
0;20600;Paris;Charlie;BANANAS;SEASHELLS;4899.0;1
0;20600;Paris;Caesar;PEARLS;SEASHELLS;10004.0;1
0;20800;Paris;Charlie;BANANAS;SEASHELLS;4896.0;1
0;20900;Penelope;Caesar;PEARLS;SEASHELLS;10004.0;1
0;21100;Charlie;Pablo;COCONUTS;SEASHELLS;8092.0;29
0;21100;Camilla;Paris;BANANAS;SEASHELLS;4891.0;1
0;21100;Caesar;Paris;BANANAS;SEASHELLS;4891.0;1
0;21100;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;21100;Camilla;Paris;PEARLS;SEASHELLS;9998.0;1
0;21300;Charlie;Paris;BANANAS;SEASHELLS;4891.0;1
0;21500;Pablo;Charlie;BANANAS;SEASHELLS;4896.0;4
0;21600;Caesar;Paris;BANANAS;SEASHELLS;4892.0;1
0;21600;Paris;Charlie;PEARLS;SEASHELLS;10002.0;1
0;21800;Camilla;Paris;BANANAS;SEASHELLS;4893.0;1
0;21800;Peter;Charlie;COCONUTS;SEASHELLS;8094.0;10
0;21900;Caesar;Paris;BANANAS;SEASHELLS;4893.0;1
0;21900;Camilla;Penelope;BERRIES;SEASHELLS;3988.0;13
0;21900;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
0;22000;Caesar;Paris;BANANAS;SEASHELLS;4892.0;1
0;22000;Penelope;Caesar;PEARLS;SEASHELLS;10000.0;2
0;22100;Charlie;Paris;BANANAS;SEASHELLS;4892.0;1
0;22100;Caesar;Paris;PEARLS;SEASHELLS;9996.0;1
0;22400;Pablo;Charlie;PEARLS;SEASHELLS;10002.0;2
0;22400;Pablo;Paris;PEARLS;SEASHELLS;10002.0;1
0;22500;Gina;Charlie;PEARLS;SEASHELLS;10002.0;6
0;22700;Camilla;Paris;DIVING_GEAR;SEASHELLS;99788.0;3
0;22900;Paris;Camilla;BERRIES;SEASHELLS;3994.0;1
0;23000;Camilla;Paris;DIVING_GEAR;SEASHELLS;99772.0;1
0;23100;Charlie;Paris;DIVING_GEAR;SEASHELLS;99773.0;3
0;23200;Charlie;Paris;PEARLS;SEASHELLS;9998.0;1
0;23200;Charlie;Gary;BANANAS;SEASHELLS;4891.0;14
0;23600;Pablo;Camilla;BANANAS;SEASHELLS;4895.0;3
0;23800;Camilla;Camilla;DIVING_GEAR;SEASHELLS;99782.0;1
0;23900;Paris;Charlie;BANANAS;SEASHELLS;4896.0;1
